ID,Date_Shift,Pipe Size_Calculated,Date_Shift_Supervisor,Date_Shift_Supervisor_Helper,Production Supervisor,Input Date,Input Shift,Trolley no,Loading Time,Lava Temp,Homo Temp,TK Temp,Furnace Num,Temp Eject,Air time,Pipe Size,Size_actual,WT,Prod Rej,Prod Qty,Prod wt,Hour Cycle,Date for Output,Shift,QC Supervisor,QC Time,Accepted Pipes,Rejected Pipes,Check,Cavity,Cracks,R cracks,Ovality,Others,Accepted Wt,Rejected Wt,% R,Status
d5774a5b,46111_ll,436x500x20,676d6f9b,30-03-2026_ll_Bankar D.M.,Bankar D.M.,30-03-2026,ll,17,21:40:00,,,,F2,,,asd221530,436,43,,8,344,0.06043981481,30-03-2026,,,23:07:02,8,0,Ok,,,,,,344,0,0.00%,Inside Tunnel
3a57cf14,46111_ll,386x500x20,676d6f9b,30-03-2026_ll_Bankar D.M.,Bankar D.M.,30-03-2026,ll,17,21:40:00,,,,F2,,,asd143430,386,38,,4,152,0.06075231481,30-03-2026,,,23:07:29,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
528e756b,46111_ll,336x500x20,676d6f9b,30-03-2026_ll_Bankar D.M.,Bankar D.M.,30-03-2026,ll,17,21:40:00,,,,F2,,,asd961942,336,34,,4,136,0.06101851851,30-03-2026,,,23:07:52,4,0,Ok,,,,,,136,0,0.00%,Inside Tunnel
64dd2233,46111_ll,253x500x20,676d6f9b,30-03-2026_ll_Bankar D.M.,Bankar D.M.,30-03-2026,ll,17,21:40:00,,,,F2,,,asd666794,253,26,,7,182,0.06152777778,30-03-2026,,,23:08:36,7,0,Ok,,,,,,182,0,0.00%,Inside Tunnel
97d4425e,46111_ll,550x350x50,676d6f9b,30-03-2026_ll_Bankar D.M.,Bankar D.M.,30-03-2026,ll,17,21:40:00,,,,F2,,,asd534811,550,32,1,1,32,0.06179398148,30-03-2026,,,23:08:59,1,0,Ok,,,,,,32,0,0.00%,Inside Tunnel
d986e859,46111_ll,250x350x50,676d6f9b,30-03-2026_ll_Bankar D.M.,Bankar D.M.,30-03-2026,ll,17,21:40:00,,,,F2,,,asd685787,250,15,,1,15,0.06208333333,30-03-2026,,,23:09:24,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
74236534,46111_lll,489x500x20,a308fab1,#N/A,,30-03-2026,lll,18,22:40:00,,,,F2,,32,asd636462,489,48,1,3,144,0.0537962963,30-03-2026,,,23:57:28,3,0,Ok,,,,,,144,0,0.00%,Inside Tunnel
c9be40d2,46111_lll,436x500x20,a308fab1,#N/A,,30-03-2026,lll,18,22:40:00,,1210,805,F2,,32,asd221530,436,43,,4,172,0.05461805555,30-03-2026,,,23:58:39,4,0,Ok,,,,,,172,0,0.00%,Inside Tunnel
fcf44b5f,46111_lll,386x500x20,a308fab1,#N/A,,30-03-2026,lll,18,22:40:00,,1210,805,F2,,30,asd143430,386,38,1,3,114,0.05553240741,30-03-2026,,,23:59:58,3,0,Ok,,,,,,114,0,0.00%,Inside Tunnel
ddb59ea7,46111_lll,336x500x20,a308fab1,#N/A,,30-03-2026,lll,18,22:40:00,,1210,805,F2,,31,asd961942,336,34,,3,102,0.0558912037,31-03-2026,,,00:00:29,3,0,Ok,,,,,,102,0,0.00%,Inside Tunnel
a383b2c8,46111_lll,253x500x20,a308fab1,#N/A,,30-03-2026,lll,18,22:40:00,,1210,805,F2,,29,asd666794,253,26,,6,156,0.05670138889,31-03-2026,,,00:01:39,6,0,Ok,,,,,,156,0,0.00%,Inside Tunnel
1928f764,46111_lll,550x350x50,a308fab1,#N/A,,30-03-2026,lll,18,22:40:00,,1210,805,F2,,,asd534811,550,32,1,,0,0.0571412037,31-03-2026,,,00:02:17,0,0,Ok,,,,,,0,0,0.00%,Inside Tunnel
e1a1330b,46111_lll,250x350x50,a308fab1,#N/A,,30-03-2026,lll,18,22:40:00,,1210,805,F2,,,asd685787,250,15,,1,15,0.0575462963,31-03-2026,,,00:02:52,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
726c3dd2,46111_lll,489x500x20,a308fab1,#N/A,,30-03-2026,lll,19,23:30:00,1115,1210,805,F2,810,32,asd636462,489,48,0,2,96,0.06835648148,31-03-2026,,,01:08:26,2,0,Ok,,,,,,96,0,0.00%,Inside Tunnel
95fb4b71,46111_lll,436x500x20,a308fab1,#N/A,,30-03-2026,lll,19,23:30:00,1115,1210,805,F2,810,31,asd221530,436,43,0,4,172,0.06972222222,31-03-2026,,,01:10:24,4,0,Ok,,,,,,172,0,0.00%,Inside Tunnel
c98c53ff,46111_lll,386x500x20,a308fab1,#N/A,,30-03-2026,lll,19,23:30:00,1115,1210,805,F2,810,30,asd143430,386,38,,1,38,0.07002314815,31-03-2026,,,01:10:50,1,0,Ok,,,,,,38,0,0.00%,Inside Tunnel
c7e94217,46111_lll,336x500x20,a308fab1,#N/A,,30-03-2026,lll,19,23:30:00,1115,1210,805,F2,810,31,asd961942,336,34,,1,34,0.07038194445,31-03-2026,,,01:11:21,1,0,Ok,,,,,,34,0,0.00%,Inside Tunnel
c843a8f8,46111_lll,253x500x20,a308fab1,#N/A,,30-03-2026,lll,19,23:30:00,1115,1210,805,F2,810,29,asd666794,253,26,,2,52,0.07060185185,31-03-2026,,,01:11:40,2,0,Ok,,,,,,52,0,0.00%,Inside Tunnel
846cad4d,46111_lll,550x350x50,a308fab1,#N/A,,30-03-2026,lll,19,23:30:00,,1210,805,F2,,,asd534811,550,32,,,0,0.07089120371,31-03-2026,,,01:12:05,0,0,Ok,,,,,,0,0,0.00%,Inside Tunnel
3d5b8cc8,46111_lll,250x350x50,a308fab1,#N/A,,30-03-2026,lll,19,23:30:00,,1210,805,F2,,,asd685787,250,15,,,0,0.07146990741,31-03-2026,,,01:12:55,0,0,Ok,,,,,,0,0,0.00%,Inside Tunnel
6af6754c,46111_lll,489x500x20,a308fab1,#N/A,,30-03-2026,lll,20,00:20:00,,,,F2,,,asd636462,489,48,,3,144,1.048761574,31-03-2026,,,01:30:13,3,0,Ok,,,,,,144,0,0.00%,Inside Tunnel
1cd01444,46111_lll,436x500x20,a308fab1,#N/A,,30-03-2026,lll,20,00:20:00,,,,F2,,31,asd221530,436,43,0,6,258,1.050300926,31-03-2026,,,01:32:26,6,0,Ok,,,,,,258,0,0.00%,Inside Tunnel
40e2bbd9,46111_lll,386x500x20,a308fab1,#N/A,,30-03-2026,lll,20,00:20:00,,,,F2,,30,asd143430,386,38,0,3,114,1.0509375,31-03-2026,,,01:33:21,3,0,Ok,,,,,,114,0,0.00%,Inside Tunnel
e86ce072,46111_lll,336x500x20,a308fab1,#N/A,,30-03-2026,lll,20,00:20:00,,,,F2,,,asd961942,336,34,0,3,102,1.051585648,31-03-2026,,,01:34:17,3,0,Ok,,,,,,102,0,0.00%,Inside Tunnel
141d068b,46111_lll,253x500x20,a308fab1,#N/A,,30-03-2026,lll,20,00:20:00,,,,F2,,29,5fc89043,253,26,,4,104,1.052233796,31-03-2026,,,01:35:13,4,0,Ok,,,,,,104,0,0.00%,Inside Tunnel
aaa2d668,46111_lll,550x350x50,a308fab1,#N/A,,30-03-2026,lll,20,00:20:00,,,,F2,,,asd534811,550,32,,1,32,1.052581019,31-03-2026,,,01:35:43,1,0,Ok,,,,,,32,0,0.00%,Inside Tunnel
20984d2d,46111_lll,250x350x50,a308fab1,#N/A,,30-03-2026,lll,20,00:20:00,,,,F2,,,asd685787,250,15,,1,15,1.05287037,31-03-2026,,,01:36:08,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
1d24898a,46111_lll,489x500x20,a308fab1,#N/A,,30-03-2026,lll,21,01:20:00,,,,F2,,,asd636462,489,48,,4,192,1.063043981,31-03-2026,,,02:50:47,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
48985b23,46111_lll,436x500x20,a308fab1,#N/A,,30-03-2026,lll,21,01:20:00,,,,F2,,,asd221530,436,43,,8,344,1.064085648,31-03-2026,,,02:52:17,8,0,Ok,,,,,,344,0,0.00%,Inside Tunnel
ff49d7a8,46111_lll,386x500x20,a308fab1,#N/A,,30-03-2026,lll,21,01:20:00,,,,F2,,,asd143430,386,38,,3,114,1.064456019,31-03-2026,,,02:52:49,3,0,Ok,,,,,,114,0,0.00%,Inside Tunnel
2d427d9b,46111_lll,336x500x20,a308fab1,#N/A,,30-03-2026,lll,21,01:20:00,,,,F2,,,asd961942,336,34,,3,102,1.064618056,31-03-2026,,,02:53:03,3,0,Ok,,,,,,102,0,0.00%,Inside Tunnel
dc68c2b5,46111_lll,253x500x20,a308fab1,#N/A,,30-03-2026,lll,21,01:20:00,,,,F2,,,asd666794,253,26,,5,130,1.06474537,31-03-2026,,,02:53:14,5,0,Ok,,,,,,130,0,0.00%,Inside Tunnel
638e16a2,46111_lll,550x350x50,a308fab1,#N/A,,30-03-2026,lll,21,01:20:00,,,,F2,,,asd534811,550,32,,1,32,1.064930556,31-03-2026,,,02:53:30,1,0,Ok,,,,,,32,0,0.00%,Inside Tunnel
341e3f1d,46111_lll,250x350x50,a308fab1,#N/A,,30-03-2026,lll,21,01:20:00,,,,F2,,,asd685787,250,15,,1,15,1.065081019,31-03-2026,,,02:53:43,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
b9ff3e1b,46111_lll,489x500x20,a308fab1,#N/A,,30-03-2026,lll,22,02:10:00,,,,F2,,,asd636462,489,48,,4,192,1.048726852,31-03-2026,,,03:20:10,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
87ddedda,46111_lll,436x500x20,a308fab1,#N/A,,30-03-2026,lll,22,02:10:00,,,,F2,,,asd221530,436,43,,8,344,1.049189815,31-03-2026,,,03:20:50,8,0,Ok,,,,,,344,0,0.00%,Inside Tunnel
684e94f7,46111_lll,386x500x20,a308fab1,#N/A,,30-03-2026,lll,22,02:10:00,,,,F2,,,asd143430,386,38,,4,152,1.049386574,31-03-2026,,,03:21:07,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
81e6fda3,46111_lll,336x500x20,a308fab1,#N/A,,30-03-2026,lll,22,02:10:00,,,,F2,,,asd961942,336,34,,4,136,1.049560185,31-03-2026,,,03:21:22,4,0,Ok,,,,,,136,0,0.00%,Inside Tunnel
d8f11991,46111_lll,253x500x20,a308fab1,#N/A,,30-03-2026,lll,22,02:10:00,,,,F2,,,asd666794,253,26,,8,208,1.049722222,31-03-2026,,,03:21:36,8,0,Ok,,,,,,208,0,0.00%,Inside Tunnel
2b26cdca,46111_lll,550x350x50,a308fab1,#N/A,,30-03-2026,lll,22,02:10:00,,,,F2,,,asd534811,550,32,,1,32,1.049918981,31-03-2026,,,03:21:53,1,0,Ok,,,,,,32,0,0.00%,Inside Tunnel
2adcd09e,46111_lll,250x350x50,a308fab1,#N/A,,30-03-2026,lll,22,02:10:00,,,,F2,,,asd685787,250,15,,1,15,1.05005787,31-03-2026,,,03:22:05,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
6eb6a6f2,46111_lll,489x500x20,a308fab1,#N/A,,30-03-2026,lll,23,03:10:00,,,,F2,,,asd636462,489,48,,4,192,1.052662037,31-03-2026,,,04:25:50,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
d430542e,46111_lll,436x500x20,a308fab1,#N/A,,30-03-2026,lll,23,03:10:00,,,,F2,,,asd221530,436,43,,6,258,1.053958333,31-03-2026,,,04:27:42,6,0,Ok,,,,,,258,0,0.00%,Inside Tunnel
1f6aa94b,46111_lll,386x500x20,a308fab1,#N/A,,30-03-2026,lll,23,03:10:00,,,,F2,,,asd143430,386,38,,3,114,1.05443287,31-03-2026,,,04:28:23,3,0,Ok,,,,,,114,0,0.00%,Inside Tunnel
e07705e0,46111_lll,336x500x20,a308fab1,#N/A,,30-03-2026,lll,23,03:10:00,,,,F2,,,asd961942,336,34,,3,102,1.054722222,31-03-2026,,,04:28:48,3,0,Ok,,,,,,102,0,0.00%,Inside Tunnel
5f832422,46111_lll,253x500x20,a308fab1,#N/A,,30-03-2026,lll,23,03:10:00,,,,F2,,,asd666794,253,26,,6,156,1.055034722,31-03-2026,,,04:29:15,6,0,Ok,,,,,,156,0,0.00%,Inside Tunnel
9c0046e1,46111_lll,550x350x50,a308fab1,#N/A,,30-03-2026,lll,23,03:10:00,,,,F2,,,asd534811,550,32,,1,32,1.055335648,31-03-2026,,,04:29:41,1,0,Ok,,,,,,32,0,0.00%,Inside Tunnel
cc96242f,46111_lll,250x350x50,a308fab1,#N/A,,30-03-2026,lll,23,03:10:00,,,,F2,,,asd685787,250,15,,1,15,1.055868056,31-03-2026,,,04:30:27,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
e09d5b68,46111_lll,489x500x20,a308fab1,#N/A,,30-03-2026,lll,24,04:00:00,,,,F2,,,asd636462,489,48,,4,192,1.049456019,31-03-2026,,,05:11:13,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
061be33a,46111_lll,436x500x20,a308fab1,#N/A,,30-03-2026,lll,24,04:00:00,1096,1210,805,F2,785,,asd221530,436,43,0,8,344,1.050046296,31-03-2026,,,05:12:04,8,0,Ok,,,,,,344,0,0.00%,Inside Tunnel
b8950d5e,46111_lll,386x500x20,a308fab1,#N/A,,30-03-2026,lll,24,04:00:00,1096,1210,805,F2,785,,asd143430,386,38,,4,152,1.050844907,31-03-2026,,,05:13:13,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
48ba1aef,46111_lll,336x500x20,a308fab1,#N/A,,30-03-2026,lll,24,04:00:00,,,,F2,,,asd961942,336,34,,4,136,1.0521875,31-03-2026,,,05:15:09,4,0,Ok,,,,,,136,0,0.00%,Inside Tunnel
0f04e032,46111_lll,253x500x20,a308fab1,#N/A,,30-03-2026,lll,24,04:00:00,,,,F2,,,asd666794,253,26,,8,208,1.052627315,31-03-2026,,,05:15:47,8,0,Ok,,,,,,208,0,0.00%,Inside Tunnel
a9339e19,46111_lll,550x350x50,a308fab1,#N/A,,30-03-2026,lll,24,04:00:00,,,,F2,,,asd534811,550,32,,1,32,1.052800926,31-03-2026,,,05:16:02,1,0,Ok,,,,,,32,0,0.00%,Inside Tunnel
9f985bd6,46111_lll,250x350x50,a308fab1,#N/A,,30-03-2026,lll,24,04:00:00,,,,F2,,,asd685787,250,15,,1,15,1.053020833,31-03-2026,,,05:16:21,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
06d74ef9,46111_lll,489x500x20,a308fab1,#N/A,,30-03-2026,lll,25,05:00:00,,1210,805,F2,,32,asd636462,489,48,0,5,240,1.057951389,31-03-2026,,,06:23:27,5,0,Ok,,,,,,240,0,0.00%,Inside Tunnel
66f741f2,46111_lll,436x500x20,a308fab1,#N/A,,30-03-2026,lll,25,05:00:00,,1210,805,F2,,31,asd221530,436,43,0,10,430,1.058981481,31-03-2026,,,06:24:56,10,0,Ok,,,,,,430,0,0.00%,Inside Tunnel
269570a9,46111_lll,386x500x20,a308fab1,#N/A,,30-03-2026,lll,25,05:00:00,,1210,805,F2,,30,asd143430,386,38,0,4,152,1.059270833,31-03-2026,,,06:25:21,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
db79550a,46111_lll,336x500x20,a308fab1,#N/A,,30-03-2026,lll,25,05:00:00,,1210,805,F2,,30,asd961942,336,34,,3,102,1.059513889,31-03-2026,,,06:25:42,3,0,Ok,,,,,,102,0,0.00%,Inside Tunnel
1a72d048,46111_lll,253x500x20,a308fab1,#N/A,,30-03-2026,lll,25,05:00:00,,1210,805,F2,,29,5fc89043,253,26,0,6,156,1.059756944,31-03-2026,,,06:26:03,6,0,Ok,,,,,,156,0,0.00%,Inside Tunnel
a82c0dfd,46111_lll,550x350x50,a308fab1,#N/A,,30-03-2026,lll,25,05:00:00,,1210,805,F2,,29,asd534811,550,32,,1,32,1.060173611,31-03-2026,,,06:26:39,1,0,Ok,,,,,,32,0,0.00%,Inside Tunnel
affe1e95,46111_lll,250x350x50,a308fab1,#N/A,,30-03-2026,lll,25,05:00:00,,1210,805,F2,,29,asd685787,250,15,0,1,15,1.060590278,31-03-2026,,,06:27:15,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
3ba668f5,46111_lll,489x500x20,a308fab1,#N/A,,30-03-2026,lll,26,06:00:00,1105,1210,805,F2,805,32,asd636462,489,48,0,4,192,1.034537037,31-03-2026,,,06:49:44,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
9e4f3528,46111_lll,436x500x20,a308fab1,#N/A,,30-03-2026,lll,26,06:00:00,1105,1210,805,F2,805,31,asd221530,436,43,0,8,344,1.037627315,31-03-2026,,,06:54:11,8,0,Ok,,,,,,344,0,0.00%,Inside Tunnel
bfeb59d8,46111_lll,386x500x20,a308fab1,#N/A,,30-03-2026,lll,26,06:00:00,,1210,805,F2,,30,asd143430,386,38,0,4,152,1.038981481,31-03-2026,,,06:56:08,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
1e2390a7,46111_lll,336x500x20,a308fab1,#N/A,,30-03-2026,lll,26,06:00:00,,1210,805,F2,,30,asd961942,336,34,0,4,136,1.039641204,31-03-2026,,,06:57:05,4,0,Ok,,,,,,136,0,0.00%,Inside Tunnel
ee77ba8a,46111_lll,336x500x20,a308fab1,#N/A,,30-03-2026,lll,26,06:00:00,,1210,805,F2,,30,asd961942,336,34,0,4,136,1.040509259,31-03-2026,,,06:58:20,4,0,Ok,,,,,,136,0,0.00%,Inside Tunnel
f65d430e,46111_lll,253x500x20,a308fab1,#N/A,,30-03-2026,lll,26,06:00:00,,1210,805,F2,,30,asd666794,253,26,0,8,208,1.041342593,31-03-2026,,,06:59:32,8,0,Ok,,,,,,208,0,0.00%,Inside Tunnel
f9fb64e4,46112_l,489x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,27,07:10:00,1113,1210,805,F2,842,32,asd636462,489,48,0,3,144,0.1300347222,31-03-2026,,,10:17:15,3,0,Ok,,,,,,144,0,0.00%,Inside Tunnel
1146331b,46112_l,436x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,27,07:10:00,1113,1210,805,F2,842,30,asd221530,436,43,0,5,215,0.1313194444,31-03-2026,,,10:19:06,5,0,Ok,,,,,,215,0,0.00%,Inside Tunnel
8d6e406d,46112_l,386x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,27,07:10:00,1113,1210,805,F2,842,30,asd143430,386,38,0,2,76,0.132037037,31-03-2026,,,10:20:08,2,0,Ok,,,,,,76,0,0.00%,Inside Tunnel
636e537b,46112_l,336x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,27,07:10:00,1113,1210,805,F2,842,30,asd961942,336,34,0,2,68,0.1325925926,31-03-2026,,,10:20:56,2,0,Ok,,,,,,68,0,0.00%,Inside Tunnel
02a0498c,46112_l,253x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,27,07:10:00,1113,1210,805,F2,842,30,asd666794,253,26,0,3,78,0.1330092593,31-03-2026,,,10:21:32,3,0,Ok,,,,,,78,0,0.00%,Inside Tunnel
f65b66db,46112_l,550x350x50,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,27,07:10:00,1113,1210,805,F2,842,30,asd534811,550,32,0,1,32,0.1333449074,31-03-2026,,,10:22:01,1,0,Ok,,,,,,32,0,0.00%,Inside Tunnel
8daf99c5,46112_l,489x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,28,08:10:00,1113,1210,805,F2,842,32,asd636462,489,48,0,4,192,0.09208333333,31-03-2026,,,10:22:36,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
7f880d22,46112_l,436x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,28,08:10:00,1113,1210,805,F2,842,30,asd221530,436,43,0,7,301,0.09313657407,31-03-2026,,,10:24:07,7,0,Ok,,,,,,301,0,0.00%,Inside Tunnel
b293dfeb,46112_l,386x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,28,08:10:00,1113,1210,805,F2,842,30,asd143430,386,38,0,3,114,0.0934375,31-03-2026,,,10:24:33,3,0,Ok,,,,,,114,0,0.00%,Inside Tunnel
4b95f4dd,46112_l,336x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,28,08:10:00,1113,1210,805,F2,842,30,asd961942,336,34,0,3,102,0.09377314815,31-03-2026,,,10:25:02,3,0,Ok,,,,,,102,0,0.00%,Inside Tunnel
6f6cfc7d,46112_l,253x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,28,08:10:00,1113,1210,805,F2,842,30,5fc89043,253,26,0,4,104,0.09398148148,31-03-2026,,,10:25:20,4,0,Ok,,,,,,104,0,0.00%,Inside Tunnel
2df6ff36,46112_l,550x350x50,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,28,08:10:00,1113,1210,805,F2,842,30,asd534811,550,32,0,2,64,0.09429398148,31-03-2026,,,10:25:47,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
37c780c3,46112_l,250x350x50,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,28,08:10:00,1113,1210,805,F2,842,30,asd685787,250,15,0,1,15,0.09453703703,31-03-2026,,,10:26:08,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
8681c591,46112_l,489x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,29,08:50:00,1113,1210,805,F2,842,32,asd636462,489,48,0,4,192,0.06704861111,31-03-2026,,,10:26:33,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
9ba4226b,46112_l,436x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,29,08:50:00,1113,1210,805,F2,842,30,asd221530,436,43,0,8,344,0.06822916667,31-03-2026,,,10:28:15,8,0,Ok,,,,,,344,0,0.00%,Inside Tunnel
68c44144,46112_l,386x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,29,08:50:00,1113,1210,805,F2,842,30,asd143430,386,38,0,4,152,0.06854166667,31-03-2026,,,10:28:42,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
fcb02de6,46112_l,336x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,29,08:50:00,1113,1210,805,F2,842,30,asd961942,336,34,0,4,136,0.06885416667,31-03-2026,,,10:29:09,4,0,Ok,,,,,,136,0,0.00%,Inside Tunnel
d5a1f894,46112_l,253x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,29,08:50:00,1113,1210,805,F2,842,30,asd666794,253,26,0,8,208,0.06912037037,31-03-2026,,,10:29:32,8,0,Ok,,,,,,208,0,0.00%,Inside Tunnel
7bbabb13,46112_l,550x350x50,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,29,08:50:00,1113,1210,805,F2,842,30,asd534811,550,32,0,2,64,0.06940972222,31-03-2026,,,10:29:57,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
8881d55c,46112_l,250x350x50,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,29,08:50:00,1113,1210,805,F2,842,30,asd685787,250,15,0,1,15,0.06964120371,31-03-2026,,,10:30:17,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
5fc3ec35,46112_l,489x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,30,09:40:00,1114,1210,800,F2,842,32,asd636462,489,48,0,4,192,0.1191087963,31-03-2026,,,12:31:31,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
8bf25db6,46112_l,436x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,30,09:40:00,1114,1210,800,F2,842,32,asd221530,436,43,0,7,301,0.1196296296,31-03-2026,,,12:32:16,7,0,Ok,,,,,,301,0,0.00%,Inside Tunnel
1eb9c1fe,46112_l,386x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,30,09:40:00,1114,1210,800,F2,842,32,asd143430,386,38,0,3,114,0.1201388889,31-03-2026,,,12:33:00,3,0,Ok,,,,,,114,0,0.00%,Inside Tunnel
da01a2bd,46112_l,336x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,30,09:40:00,1113,1210,800,F2,842,30,asd961942,336,34,0,3,102,0.121412037,31-03-2026,,,12:34:50,3,0,Ok,,,,,,102,0,0.00%,Inside Tunnel
52ebe68c,46112_l,253x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,30,09:40:00,1113,1210,800,F2,842,30,5fc89043,253,26,0,6,156,0.1224768519,31-03-2026,,,12:36:22,6,0,Ok,,,,,,156,0,0.00%,Inside Tunnel
91356aec,46112_l,550x350x50,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,30,09:40:00,1113,1210,800,F2,842,30,asd534811,550,32,0,2,64,0.1228125,31-03-2026,,,12:36:51,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
efcd0df0,46112_l,250x350x50,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,30,09:40:00,1113,1210,800,F2,842,30,asd685787,250,15,0,1,15,0.1230555556,31-03-2026,,,12:37:12,1,0,Ok,,,,,,15,0,0.00%,Inside Tunnel
827eefa6,46112_l,489x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,31,10:40:00,1113,1210,800,F2,842,30,asd636462,489,48,0,4,192,0.0817824074,31-03-2026,,,12:37:46,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
fe8c45c2,46112_l,436x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,31,10:40:00,1113,1210,800,F2,842,30,asd221530,436,43,0,8,344,0.08226851852,31-03-2026,,,12:38:28,8,0,Ok,,,,,,344,0,0.00%,Inside Tunnel
6b02fe42,46112_l,386x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,31,10:40:00,1113,1210,800,F2,842,30,asd143430,386,38,0,4,152,0.08263888889,31-03-2026,,,12:39:00,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
42a5118b,46112_l,336x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,31,10:40:00,1113,1210,800,F2,842,30,asd961942,336,34,0,3,102,0.08290509259,31-03-2026,,,12:39:23,3,0,Ok,,,,,,102,0,0.00%,Inside Tunnel
608b1d48,46112_l,253x500x20,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,31,10:40:00,1113,1210,800,F2,842,30,asd666794,253,26,0,6,156,0.08314814815,31-03-2026,,,12:39:44,6,0,Ok,,,,,,156,0,0.00%,Inside Tunnel
a3e9bb26,46112_l,550x350x50,05e9cae9,31-03-2026_l_Dhumal K.V.,Dhumal K.V.,31-03-2026,l,31,10:40:00,1113,1210,800,F2,842,30,asd534811,550,32,0,2,64,0.08356481481,31-03-2026,,,12:40:20,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
